STATUS,DATA SOLICITAÇÃO,PAÍS DE ORIGEM,GÊNERO,ANO DE NASCIMENTO,CIDADE SOLICITAÇÃO,DATA DA  DECISÃO,SIGLA
ARQUIVADO,2018,HAITI,M,1991.0,PORTO ALEGRE,2018-11-29,HT
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ,2014,HAITI,F,1988.0,BRASILÉIA,2018-12-20,HT
ARQUIVADO,2016,VENEZUELA,M,1997.0,BOA VISTA,2018-11-29,VE
ARQUIVADO,2018,HAITI,M,1983.0,PORTO ALEGRE,2018-11-29,HT
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ,2013,HAITI,M,1976.0,BRASILÉIA,2018-12-20,HT
ARQUIVADO,2016,VENEZUELA,M,1989.0,BOA VISTA,2018-11-29,VE
ARQUIVADO,2018,HAITI,M,1991.0,PORTO ALEGRE,2018-11-29,HT
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ,2014,HAITI,M,1986.0,BRASILÉIA,2018-12-20,HT
ELIGIBILIDADE - DEFERIDO,2014,PAQUISTÃO,F,1969.0,GUARULHOS,2018-12-20,PK
ARQUIVADO,2016,ANGOLA,M,1996.0,SÃO PAULO,2018-11-29,AO
ARQUIVADO,2018,VENEZUELA,F,1990.0,PACARAÍMA,2018-11-29,VE
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ,2016,HAITI,M,1960.0,BOA VISTA,2018-12-20,HT
ARQUIVADO,2016,VENEZUELA,M,1998.0,BOA VISTA,2018-11-29,VE
ARQUIVADO,2018,HAITI,F,1983.0,PORTO ALEGRE,2018-11-29,HT
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ,2016,HAITI,M,1986.0,CUIABÁ,2018-12-20,HT
ARQUIVADO,2016,VENEZUELA,M,1994.0,BOA VISTA,2018-11-29,VE
ARQUIVADO,2018,HAITI,M,1998.0,PORTO ALEGRE,2018-11-29,HT
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ,2016,HAITI,F,1985.0,TRÊS LAGOAS,2018-12-20,HT
ARQUIVADO,2016,VENEZUELA,F,1990.0,BOA VISTA,2018-11-29,VE
ARQUIVADO,2018,HAITI,M,1980.0,PORTO ALEGRE,2018-11-29,HT
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ,2016,HAITI,F,1982.0,OIAPOQUE,2018-12-20,HT
ARQUIVADO,2017,CUBA,F,1971.0,MANAUS,2018-11-29,CU
ARQUIVADO,2018,HAITI,F,1981.0,PORTO ALEGRE,2018-11-29,HT
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ,2013,HAITI,M,1990.0,BRASILÉIA,2018-12-20,HT
ARQUIVADO,2017,VENEZUELA,M,1994.0,MANAUS,2018-11-29,VE
ARQUIVADO,2018,HAITI,M,1985.0,PORTO ALEGRE,2018-11-29,HT
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ,2016,HAITI,M,1982.0,FOZ DO IGUAÇU,2018-12-20,HT
ARQUIVADO,2016,VENEZUELA,F,1982.0,BOA VISTA,2018-11-29,VE
ARQUIVADO,2018,HAITI,F,1993.0,PORTO ALEGRE,2018-11-29,HT
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ,2016,HAITI,M,2001.0,FOZ DO IGUAÇU,2018-12-20,HT
ARQUIVADO,2017,VENEZUELA,M,1996.0,MANAUS,2018-11-29,VE
ARQUIVADO,2018,HAITI,M,1977.0,PORTO ALEGRE,2018-11-29,HT
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ,2016,HAITI,F,1992.0,FOZ DO IGUAÇU,2018-12-20,HT
ARQUIVADO,2017,VENEZUELA,M,1975.0,MANAUS,2018-11-29,VE
ARQUIVADO,2018,HAITI,M,1992.0,PORTO ALEGRE,2018-11-29,HT
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ,2017,HAITI,M,1992.0,FOZ DO IGUAÇU,2018-12-20,HT
ARQUIVADO,2017,HAITI,M,1982.0,MANAUS,2018-11-29,HT
ARQUIVADO,2018,REP.DOMINICANA,M,1986.0,PORTO ALEGRE,2018-11-29,DO
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ,2017,HAITI,M,1994.0,PIRACICABA,2018-12-20,HT
ARQUIVADO,2017,VENEZUELA,M,1994.0,MANAUS,2018-11-29,VE
ARQUIVADO,2018,HAITI,F,1978.0,PORTO ALEGRE,2018-11-29,HT
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ,2017,HAITI,M,1986.0,CURITIBA,2018-12-20,HT
ELIGIBILIDADE - DEFERIDO,2016,PAQUISTÃO,M,1990.0,SÃO PAULO,2018-12-20,PK
ARQUIVADO,2016,ANGOLA,F,1991.0,SÃO PAULO,2018-11-29,AO
ARQUIVADO,2018,VENEZUELA,M,1990.0,PACARAÍMA,2018-11-29,VE
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ,2017,HAITI,M,1982.0,BOA VISTA,2018-12-20,HT
ARQUIVADO,2017,CUBA,F,1993.0,BOA VISTA,2018-11-29,CU
ARQUIVADO,2018,HAITI,M,1978.0,PORTO ALEGRE,2018-11-29,HT
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ,2014,HAITI,F,1987.0,BRASILÉIA,2018-12-20,HT
ARQUIVADO,2017,VENEZUELA,M,1993.0,MANAUS,2018-11-29,VE
ARQUIVADO,2018,HAITI,M,1991.0,PORTO ALEGRE,2018-11-29,HT
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ,2016,HAITI,F,1984.0,SANTA CRUZ DO SUL,2018-12-20,HT
ARQUIVADO,2017,HAITI,M,1957.0,BOA VISTA,2018-11-29,HT
ARQUIVADO,2018,HAITI,M,1980.0,PORTO ALEGRE,2018-11-29,HT
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ,2017,HAITI,M,1993.0,BRASÍLIA,2018-12-20,HT
ARQUIVADO,2017,VENEZUELA,M,1986.0,BOA VISTA,2018-11-29,VE
ARQUIVADO,2018,HAITI,F,1991.0,PORTO ALEGRE,2018-11-29,HT
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ,2017,HAITI,F,1985.0,BELO HORIZONTE,2018-12-20,HT
ARQUIVADO,2017,CHINA,M,1976.0,BOA VISTA,2018-11-29,CN
ARQUIVADO,2018,HAITI,F,1987.0,PORTO ALEGRE,2018-11-29,HT
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ,2017,HAITI,F,1984.0,FOZ DO IGUAÇU,2018-12-20,HT
ARQUIVADO,2017,CHINA,F,1960.0,BOA VISTA,2018-11-29,CN
ARQUIVADO,2018,HAITI,F,1997.0,PORTO ALEGRE,2018-11-29,HT
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ,2017,HAITI,M,1998.0,GOIÂNIA,2018-12-20,HT
ARQUIVADO,2017,VENEZUELA,F,1977.0,BOA VISTA,2018-11-29,VE
ARQUIVADO,2018,HAITI,M,1997.0,PORTO ALEGRE,2018-11-29,HT
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ,2017,HAITI,F,1966.0,BELO HORIZONTE,2018-12-20,HT
ARQUIVADO,2017,VENEZUELA,M,1989.0,BOA VISTA,2018-11-29,VE
ARQUIVADO,2018,HAITI,M,1997.0,PORTO ALEGRE,2018-11-29,HT
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ,2017,HAITI,M,1993.0,PIRACICABA,2018-12-20,HT
ARQUIVADO,2017,VENEZUELA,M,1993.0,BOA VISTA,2018-11-29,VE
ARQUIVADO,2018,CUBA,M,1947.0,PORTO ALEGRE,2018-11-29,CU
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ,2017,HAITI,F,2011.0,FOZ DO IGUAÇU,2018-12-20,HT
ARQUIVADO,2017,VENEZUELA,M,1977.0,BOA VISTA,2018-11-29,VE
ARQUIVADO,2018,CUBA,M,1998.0,PORTO ALEGRE,2018-11-29,CU
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ,2017,HAITI,M,2013.0,MARINGÁ,2018-12-20,HT
ELIGIBILIDADE - DEFERIDO,2014,PAQUISTÃO,M,1982.0,BARRACÃO,2018-12-20,PK
ARQUIVADO,2016,ANGOLA,F,1974.0,SÃO PAULO,2018-11-29,AO
ARQUIVADO,2018,VENEZUELA,F,1983.0,PACARAÍMA,2018-11-29,VE
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ,2017,HAITI,M,1988.0,CHAPECÓ,2018-12-20,HT
ARQUIVADO,2017,VENEZUELA,M,1986.0,BOA VISTA,2018-11-29,VE
ARQUIVADO,2018,CUBA,F,1980.0,PORTO ALEGRE,2018-11-29,CU
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ,2017,HAITI,F,2005.0,MARINGÁ,2018-12-20,HT
ARQUIVADO,2017,VENEZUELA,M,1970.0,BOA VISTA,2018-11-29,VE
ARQUIVADO,2018,SENEGAL,M,1986.0,PORTO ALEGRE,2018-11-29,SN
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ,2017,HAITI,F,2010.0,MARINGÁ,2018-12-20,HT
ARQUIVADO,2017,VENEZUELA,M,1991.0,MANAUS,2018-11-29,VE
ARQUIVADO,2017,HAITI,M,1994.0,PORTO ALEGRE,2018-11-29,HT
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ,2017,HAITI,M,1991.0,OIAPOQUE,2018-12-20,HT
ARQUIVADO,2017,CUBA,M,1994.0,BOA VISTA,2018-11-29,CU
ARQUIVADO,2018,HAITI,M,1993.0,PORTO ALEGRE,2018-11-29,HT
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ,2017,HAITI,M,1984.0,OIAPOQUE,2018-12-20,HT
ARQUIVADO,2017,VENEZUELA,M,1980.0,BOA VISTA,2018-11-29,VE
ARQUIVADO,2018,HAITI,M,1981.0,PORTO ALEGRE,2018-11-29,HT
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ,2017,HAITI,F,1981.0,MARINGÁ,2018-12-20,HT
ARQUIVADO,2017,VENEZUELA,M,1986.0,BOA VISTA,2018-11-29,VE
ARQUIVADO,2018,HAITI,M,1996.0,PORTO ALEGRE,2018-11-29,HT
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ,2017,HAITI,F,1991.0,SANTA CRUZ DO SUL,2018-12-20,HT
ARQUIVADO,2017,VENEZUELA,M,1997.0,BOA VISTA,2018-11-29,VE
ARQUIVADO,2018,HAITI,M,1979.0,PORTO ALEGRE,2018-11-29,HT
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ,2017,HAITI,M,1982.0,OIAPOQUE,2018-12-20,HT
ARQUIVADO,2017,VENEZUELA,M,1988.0,BOA VISTA,2018-11-29,VE
ARQUIVADO,2018,HAITI,M,1991.0,PORTO ALEGRE,2018-11-29,HT
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ,2017,HAITI,F,1979.0,BELO HORIZONTE,2018-12-20,HT
ARQUIVADO,2017,VENEZUELA,M,1986.0,BOA VISTA,2018-11-29,VE
ARQUIVADO,2018,HAITI,M,1988.0,PORTO ALEGRE,2018-11-29,HT
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ,2017,HAITI,M,1988.0,OIAPOQUE,2018-12-20,HT
ARQUIVADO,2017,VENEZUELA,F,2002.0,BOA VISTA,2018-11-29,VE
ARQUIVADO,2016,CUBA,M,1966.0,PORTO ALEGRE,2018-11-29,CU
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ,2017,HAITI,M,1977.0,MANAUS,2018-12-20,HT
ELIGIBILIDADE - DEFERIDO,2014,PAQUISTÃO,M,1985.0,BARRACÃO,2018-12-20,PK
ARQUIVADO,2016,COLÔMBIA,M,1965.0,SÃO PAULO,2018-11-29,CO
ARQUIVADO,2018,VENEZUELA,M,1987.0,PACARAÍMA,2018-11-29,VE
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ,2017,HAITI,M,1993.0,SÃO PAULO,2018-12-20,HT
ARQUIVADO,2017,VENEZUELA,F,1992.0,BOA VISTA,2018-11-29,VE
ARQUIVADO,2016,CUBA,M,1965.0,PORTO ALEGRE,2018-11-29,CU
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ,2017,HAITI,M,1984.0,MANAUS,2018-12-20,HT
ARQUIVADO,2017,VENEZUELA,M,1979.0,BOA VISTA,2018-11-29,VE
ARQUIVADO,2016,FILIPINAS,F,1979.0,PORTO ALEGRE,2018-11-29,PH
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ,2017,HAITI,F,1981.0,MANAUS,2018-12-20,HT
ARQUIVADO,2017,VENEZUELA,M,1980.0,BOA VISTA,2018-11-29,VE
ARQUIVADO,2016,MARROCOS,F,1993.0,PORTO ALEGRE,2018-11-29,MA
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ,2017,HAITI,M,1992.0,MANAUS,2018-12-20,HT
ARQUIVADO,2017,CHINA,M,1993.0,BOA VISTA,2018-11-29,CN
ARQUIVADO,2018,MARROCOS,F,1992.0,CAXIAS DO SUL,2018-11-29,MA
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ,2017,HAITI,M,1985.0,CRICIÚMA,2018-12-20,HT
ARQUIVADO,2017,VENEZUELA,M,1986.0,BOA VISTA,2018-11-29,VE
ARQUIVADO,2018,MARROCOS,M,1995.0,CAXIAS DO SUL,2018-11-29,MA
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ,2017,HAITI,M,1985.0,CASCAVÉL,2018-12-20,HT
ARQUIVADO,2017,CHINA,M,1985.0,BOA VISTA,2018-11-29,CN
ARQUIVADO,2017,MARROCOS,M,1989.0,CAXIAS DO SUL,2018-11-29,MA
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ,2017,HAITI,M,1993.0,MANAUS,2018-12-20,HT
ARQUIVADO,2017,VENEZUELA,M,1993.0,BOA VISTA,2018-11-29,VE
ARQUIVADO,2018,HAITI,M,1996.0,CAXIAS DO SUL,2018-11-29,HT
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ,2017,HAITI,M,1982.0,MANAUS,2018-12-20,HT
ARQUIVADO,2017,VENEZUELA,M,1963.0,BOA VISTA,2018-11-29,VE
ARQUIVADO,2018,HAITI,M,1981.0,CAXIAS DO SUL,2018-11-29,HT
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ,2017,HAITI,M,1993.0,MANAUS,2018-12-20,HT
ARQUIVADO,2017,CUBA,M,1987.0,BOA VISTA,2018-11-29,CU
ARQUIVADO,2018,HAITI,M,1971.0,CAXIAS DO SUL,2018-11-29,HT
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ,2017,HAITI,M,1984.0,OIAPOQUE,2018-12-20,HT
ARQUIVADO,2017,VENEZUELA,M,1994.0,BOA VISTA,2018-11-29,VE
ARQUIVADO,2018,HAITI,M,1999.0,CAXIAS DO SUL,2018-11-29,HT
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ,2017,HAITI,F,1993.0,FOZ DO IGUAÇU,2018-12-20,HT
ELIGIBILIDADE - DEFERIDO,2017,PAQUISTÃO,M,1987.0,BRASÍLIA,2018-12-20,PK
ARQUIVADO,2016,ANGOLA,F,1982.0,SÃO PAULO,2018-11-29,AO
ARQUIVADO,2018,VENEZUELA,M,1979.0,PACARAÍMA,2018-11-29,VE
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ,2017,HAITI,M,1989.0,SÃO PAULO,2018-12-20,HT
ARQUIVADO,2017,VENEZUELA,M,1985.0,BOA VISTA,2018-11-29,VE
ARQUIVADO,2018,HAITI,M,1992.0,CAXIAS DO SUL,2018-11-29,HT
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ,2017,HAITI,F,1977.0,FOZ DO IGUAÇU,2018-12-20,HT
ARQUIVADO,2017,PERU,M,1982.0,BOA VISTA,2018-11-29,PE
ARQUIVADO,2018,HAITI,M,1997.0,CAXIAS DO SUL,2018-11-29,HT
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ,2017,HAITI,F,1995.0,FOZ DO IGUAÇU,2018-12-20,HT
ARQUIVADO,2017,VENEZUELA,M,1995.0,BOA VISTA,2018-11-29,VE
ARQUIVADO,2018,HAITI,M,1994.0,CAXIAS DO SUL,2018-11-29,HT
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ,2017,HAITI,M,1990.0,FOZ DO IGUAÇU,2018-12-20,HT
ARQUIVADO,2017,VENEZUELA,M,1996.0,BOA VISTA,2018-11-29,VE
ARQUIVADO,2018,HAITI,F,1986.0,CAXIAS DO SUL,2018-11-29,HT
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ,2017,HAITI,M,1985.0,MANAUS,2018-12-20,HT
ARQUIVADO,2017,VENEZUELA,M,1976.0,BOA VISTA,2018-11-29,VE
ARQUIVADO,2018,HAITI,M,1986.0,CAXIAS DO SUL,2018-11-29,HT
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ,2017,HAITI,M,1990.0,PIRACICABA,2018-12-20,HT
ARQUIVADO,2017,VENEZUELA,M,1969.0,BOA VISTA,2018-11-29,VE
ARQUIVADO,2018,HAITI,M,1999.0,CAXIAS DO SUL,2018-11-29,HT
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ,2017,HAITI,M,1975.0,FOZ DO IGUAÇU,2018-12-20,HT
ARQUIVADO,2017,VENEZUELA,M,1994.0,BOA VISTA,2018-11-29,VE
ARQUIVADO,2018,HAITI,F,1991.0,CAXIAS DO SUL,2018-11-29,HT
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ,2017,HAITI,F,1989.0,FOZ DO IGUAÇU,2018-12-20,HT
ARQUIVADO,2017,VENEZUELA,F,1975.0,BOA VISTA,2018-11-29,VE
ARQUIVADO,2018,HAITI,F,1983.0,CAXIAS DO SUL,2018-11-29,HT
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ,2017,HAITI,M,1992.0,FOZ DO IGUAÇU,2018-12-20,HT
ARQUIVADO,2017,VENEZUELA,F,1984.0,BOA VISTA,2018-11-29,VE
ARQUIVADO,2018,HAITI,F,1979.0,CAXIAS DO SUL,2018-11-29,HT
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ,2017,HAITI,M,1993.0,BELO HORIZONTE,2018-12-20,HT
ARQUIVADO,2017,VENEZUELA,M,1996.0,MANAUS,2018-11-29,VE
ARQUIVADO,2018,HAITI,F,1991.0,CAXIAS DO SUL,2018-11-29,HT
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ,2017,HAITI,M,1995.0,BELO HORIZONTE,2018-12-20,HT
ELIGIBILIDADE - DEFERIDO,2017,SÍRIA,M,2009.0,FLORIANÓPOLIS,2018-12-20,SY
ARQUIVADO,2018,CABO VERDE,M,1982.0,SÃO PAULO,2018-11-29,CV
ARQUIVADO,2018,HAITI,M,1983.0,LAGES,2018-11-29,HT
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ,2015,HAITI,M,1971.0,SÃO PAULO,2018-12-20,HT
ELIGIBILIDADE - DEFERIDO,2016,PAQUISTÃO,M,1991.0,SÃO PAULO,2018-12-20,PK
ARQUIVADO,2017,PORTUGAL,M,1960.0,SÃO PAULO,2018-11-29,PT
ARQUIVADO,2018,VENEZUELA,M,1987.0,PACARAÍMA,2018-11-29,VE
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ,2017,HAITI,M,1993.0,SÃO PAULO,2018-12-20,HT
ARQUIVADO,2017,VENEZUELA,M,1987.0,BOA VISTA,2018-11-29,VE
ARQUIVADO,2018,HAITI,F,1991.0,CAXIAS DO SUL,2018-11-29,HT
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ,2017,HAITI,F,1980.0,MANAUS,2018-12-20,HT
ARQUIVADO,2017,VENEZUELA,M,1972.0,BOA VISTA,2018-11-29,VE
ARQUIVADO,2018,HAITI,M,1988.0,CAXIAS DO SUL,2018-11-29,HT
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ,2017,HAITI,M,1965.0,PONTA PORÃ,2018-12-20,HT
ARQUIVADO,2017,VENEZUELA,M,1968.0,BOA VISTA,2018-11-29,VE
ARQUIVADO,2018,HAITI,M,1993.0,CAXIAS DO SUL,2018-11-29,HT
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ,2017,HAITI,M,1989.0,DOURADOS,2018-12-20,HT
ARQUIVADO,2017,CUBA,M,1988.0,MANAUS,2018-11-29,CU
ARQUIVADO,2018,HAITI,F,1996.0,CAXIAS DO SUL,2018-11-29,HT
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ,2017,HAITI,F,1995.0,FOZ DO IGUAÇU,2018-12-20,HT
ARQUIVADO,2017,CUBA,M,1986.0,BOA VISTA,2018-11-29,CU
ARQUIVADO,2018,HAITI,M,1982.0,CAXIAS DO SUL,2018-11-29,HT
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ,2017,HAITI,F,1993.0,FOZ DO IGUAÇU,2018-12-20,HT
ARQUIVADO,2017,VENEZUELA,M,1995.0,BOA VISTA,2018-11-29,VE
ARQUIVADO,2018,HAITI,M,1993.0,CAXIAS DO SUL,2018-11-29,HT
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ,2017,HAITI,M,1975.0,OIAPOQUE,2018-12-20,HT
ARQUIVADO,2017,VENEZUELA,M,1997.0,BOA VISTA,2018-11-29,VE
ARQUIVADO,2018,HAITI,M,2000.0,CAXIAS DO SUL,2018-11-29,HT
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ,2017,HAITI,M,1995.0,MANAUS,2018-12-20,HT
ARQUIVADO,2017,CUBA,M,1956.0,BOA VISTA,2018-11-29,CU
ARQUIVADO,2018,HAITI,M,1991.0,CAXIAS DO SUL,2018-11-29,HT
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ,2017,HAITI,M,1995.0,OIAPOQUE,2018-12-20,HT
ARQUIVADO,2017,CUBA,M,1999.0,BOA VISTA,2018-11-29,CU
ARQUIVADO,2018,HAITI,F,1985.0,CAXIAS DO SUL,2018-11-29,HT
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ,2017,HAITI,M,1993.0,MANAUS,2018-12-20,HT
ARQUIVADO,2017,CUBA,M,2003.0,BOA VISTA,2018-11-29,CU
ARQUIVADO,2017,GANA,F,1994.0,CAXIAS DO SUL,2018-11-29,GH
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ,2017,HAITI,F,1986.0,OIAPOQUE,2018-12-20,HT
ELIGIBILIDADE - DEFERIDO,2014,PAQUISTÃO,M,1970.0,PALMAS,2018-12-20,PK
ARQUIVADO,2017,NIGÉRIA,M,1985.0,SÃO PAULO,2018-11-29,NG
ARQUIVADO,2018,CUBA,M,1980.0,PACARAÍMA,2018-11-29,CU
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ,2017,HAITI,M,1987.0,SÃO PAULO,2018-12-20,HT
ARQUIVADO,2017,CUBA,F,1965.0,BOA VISTA,2018-11-29,CU
ARQUIVADO,2016,CUBA,M,1963.0,ERECHIM,2018-11-29,CU
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ,2017,HAITI,M,1985.0,OIAPOQUE,2018-12-20,HT
ARQUIVADO,2017,VENEZUELA,F,1995.0,BOA VISTA,2018-11-29,VE
ARQUIVADO,2016,CUBA,M,1979.0,ERECHIM,2018-11-29,CU
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ,2017,HAITI,F,1985.0,OIAPOQUE,2018-12-20,HT
ARQUIVADO,2017,VENEZUELA,M,1993.0,BOA VISTA,2018-11-29,VE
ARQUIVADO,2016,ANGOLA,F,1986.0,NOVA IGUAÇU,2018-11-29,AO
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ,2017,HAITI,M,1991.0,GOIÂNIA,2018-12-20,HT
ARQUIVADO,2017,CUBA,M,1977.0,BOA VISTA,2018-11-29,CU
ARQUIVADO,2018,HAITI,M,1990.0,NITERÓI,2018-11-29,HT
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ,2017,HAITI,M,1991.0,OIAPOQUE,2018-12-20,HT
ARQUIVADO,2017,VENEZUELA,F,1994.0,MANAUS,2018-11-29,VE
ARQUIVADO,2018,MARROCOS,M,1988.0,RIO DE JANEIRO,2018-11-29,MA
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ,2017,HAITI,F,1989.0,BELO HORIZONTE,2018-12-20,HT
ARQUIVADO,2017,VENEZUELA,M,1993.0,MANAUS,2018-11-29,VE
ARQUIVADO,2017,HAITI,M,1998.0,RIO DE JANEIRO,2018-11-29,HT
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ,2017,HAITI,M,1993.0,OIAPOQUE,2018-12-20,HT
ARQUIVADO,2017,HAITI,M,1936.0,MANAUS,2018-11-29,HT
ARQUIVADO,2017,RÚSSIA,M,1982.0,RIO DE JANEIRO,2018-11-29,RU
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ,2017,HAITI,M,1987.0,FOZ DO IGUAÇU,2018-12-20,HT
ARQUIVADO,2017,VENEZUELA,F,1981.0,MANAUS,2018-11-29,VE
ARQUIVADO,2018,TURQUIA,M,1992.0,RIO DE JANEIRO,2018-11-29,TR
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ,2017,HAITI,M,1985.0,SANTO ÂNGELO,2018-12-20,HT
ARQUIVADO,2017,VENEZUELA,M,1989.0,MANAUS,2018-11-29,VE
ARQUIVADO,2018,ISRAEL,F,1959.0,RIO DE JANEIRO,2018-11-29,IL
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ,2017,HAITI,F,1986.0,CUIABÁ,2018-12-20,HT
ARQUIVADO,2017,VENEZUELA,M,1979.0,MANAUS,2018-11-29,VE
ARQUIVADO,2018,COLÔMBIA,M,1992.0,RIO DE JANEIRO,2018-11-29,CO
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ,2017,HAITI,M,1991.0,MANAUS,2018-12-20,HT
ELIGIBILIDADE - DEFERIDO,2016,PAQUISTÃO,F,1994.0,ERECHIM,2018-12-20,PK
ARQUIVADO,2017,ANGOLA,M,1989.0,SÃO PAULO,2018-11-29,AO
ARQUIVADO,2018,VENEZUELA,M,1988.0,PACARAÍMA,2018-11-29,VE
