STATUS;DATA SOLICITAÇÃO;PAÍS DE ORIGEM;GÊNERO;ANO DE NASCIMENTO;CIDADE SOLICITAÇÃO;DATA DA  DECISÃO
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ;2017;SENEGAL;M;1986;SÃO PAULO;29/06/2018
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ;2015;SENEGAL;M;1994;RIO BRANCO;29/06/2018
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ;2017;VENEZUELA;F;1989;BOA VISTA;29/06/2018
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ;2015;CABO VERDE;F;1979;CRICIÚMA;29/06/2018
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ;2016;VENEZUELA;M;1991;BOA VISTA;29/06/2018
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ;2016;GANA;M;1980;RIO BRANCO;29/06/2018
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ;2017;VENEZUELA;F;2007;BOA VISTA;29/06/2018
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ;2017;VENEZUELA;M;1992;BOA VISTA;29/06/2018
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ;2017;VENEZUELA;M;2013;BOA VISTA;29/06/2018
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ;2017;GANA;M;1981;RIO BRANCO;29/06/2018
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ;2016;GANA;M;1983;CRICIÚMA;29/06/2018
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ;2016;VENEZUELA;M;1980;BOA VISTA;29/06/2018
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ;2000;LÍBANO;F;1968;BRASÍLIA;29/06/2018
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ;2016;ANGOLA;F;1992;SÃO PAULO;29/06/2018
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ;2016;VENEZUELA;F;1981;BOA VISTA;29/06/2018
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ;2017;VENEZUELA;F;1988;BOA VISTA;29/06/2018
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ;2016;VENEZUELA;F;1983;BOA VISTA;29/06/2018
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ;2017;VENEZUELA;F;1973;BOA VISTA;29/06/2018
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ;2016;VENEZUELA;M;2005;BOA VISTA;29/06/2018
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ;2016;VENEZUELA;M;1986;MANAUS;29/06/2018
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ;2017;VENEZUELA;M;1994;MANAUS;29/06/2018
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ;2016;VENEZUELA;M;1985;BOA VISTA;29/06/2018
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ;2017;VENEZUELA;M;2008;BOA VISTA;29/06/2018
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ;2016;SÍRIA;F;2007;SÃO PAULO;29/06/2018
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ;2017;VENEZUELA;F;1989;BOA VISTA;29/06/2018
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ;2017;VENEZUELA;M;2007;BOA VISTA;29/06/2018
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ;2017;VENEZUELA;F;1994;BOA VISTA;29/06/2018
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ;2017;VENEZUELA;M;1983;CAMPINAS;29/06/2018
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ;2016;VENEZUELA;M;2015;SÃO PAULO;29/06/2018
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ;2016;ANGOLA;M;1986;SÃO PAULO;29/06/2018
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ;2015;GANA;M;1982;CRICIÚMA;29/06/2018
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ;2016;SUDÃO;F;1978;CUIABÁ;29/06/2018
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ;2016;VENEZUELA;M;1987;BOA VISTA;29/06/2018
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ;2017;VENEZUELA;M;1982;NITERÓI;29/06/2018
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ;2016;ANGOLA;M;1977;NOVA IGUAÇU;29/06/2018
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ;2017;VENEZUELA;M;1981;BOA VISTA;29/06/2018
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ;2016;ANGOLA;M;1980;SÃO PAULO;29/06/2018
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ;2015;CUBA;M;1969;VOLTA REDONDA;29/06/2018
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ;2016;VENEZUELA;M;1991;BOA VISTA;29/06/2018
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ;2015;SENEGAL;M;1985;RIO BRANCO;29/06/2018
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ;2016;SENEGAL;M;1980;CAXIAS DO SUL;29/06/2018
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ;2013;SENEGAL;M;1980;CAXIAS DO SUL;29/06/2018
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ;2017;SENEGAL;M;1981;BARRACÃO;29/06/2018
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ;2015;SENEGAL;M;1983;RIO BRANCO;29/06/2018
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ;2014;SENEGAL;M;1987;RIO BRANCO;29/06/2018
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ;2015;SENEGAL;M;1982;RIO BRANCO;29/06/2018
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ;2016;VENEZUELA;F;2005;BOA VISTA;29/06/2018
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ;2014;GANA;M;1981;CRICIÚMA;29/06/2018
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ;2016;PAQUISTÃO;M;2010;SÃO PAULO;29/06/2018
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ;2017;CHINA;F;1961;SÃO PAULO;29/06/2018
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ;2017;VENEZUELA;F;2001;BOA VISTA;29/06/2018
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ;2016;GANA;M;1997;RIO BRANCO;29/06/2018
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ;2016;VENEZUELA;F;2001;BOA VISTA;29/06/2018
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ;2017;VENEZUELA;F;1988;MANAUS;29/06/2018
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ;2016;VENEZUELA;M;1992;SÃO PAULO;29/06/2018
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ;2017;VENEZUELA;F;2013;BOA VISTA;29/06/2018
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ;2016;GANA;F;1997;CRICIÚMA;29/06/2018
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ;2017;VENEZUELA;F;1989;BOA VISTA;29/06/2018
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ;2016;VENEZUELA;F;1980;BOA VISTA;29/06/2018
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ;2017;CHINA;M;1976;SÃO PAULO;29/06/2018
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ;2017;CHINA;F;1972;SÃO PAULO;29/06/2018
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ;2014;GANA;M;1976;CRICIÚMA;29/06/2018
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ;2016;GANA;M;1991;SÃO PAULO;29/06/2018
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ;2016;ANGOLA;M;2002;SÃO PAULO;29/06/2018
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ;2016;ANGOLA;M;2010;SÃO PAULO;29/06/2018
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ;2016;VENEZUELA;M;1997;BOA VISTA;29/06/2018
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ;2017;VENEZUELA;F;2013;BOA VISTA;29/06/2018
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ;2016;ANGOLA;F;1985;SÃO PAULO;29/06/2018
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ;2017;VENEZUELA;F;1991;BOA VISTA;29/06/2018
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ;2017;ANGOLA;M;1990;FORTALEZA;29/06/2018
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ;2016;VENEZUELA;F;2005;SÃO PAULO;29/06/2018
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ;2017;VENEZUELA;F;2011;BOA VISTA;29/06/2018
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ;2017;VENEZUELA;F;2015;GOVERNADOR VALADARES;29/06/2018
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ;2013;BANGLADESH;M;1970;CASCAVÉL;29/06/2018
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ;2015;SENEGAL;M;1987;RIO BRANCO;29/06/2018
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ;2016;VENEZUELA;F;1976;MANAUS;29/06/2018
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ;2017;ÍNDIA;M;1986;SÃO PAULO;29/06/2018
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ;2003;LIBÉRIA;M;1970;BRASÍLIA;29/06/2018
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ;2016;REP.DOMINICANA;F;1986;SÃO PAULO;29/06/2018
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ;2016;VENEZUELA;F;1970;BOA VISTA;29/06/2018
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ;2016;VENEZUELA;F;2004;BOA VISTA;29/06/2018
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ;2016;BENIN;M;1986;RIO DE JANEIRO;29/06/2018
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ;2017;LÍBANO;F;1991;FOZ DO IGUAÇU;29/06/2018
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ;2016;VENEZUELA;M;1990;BOA VISTA;29/06/2018
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ;2017;VENEZUELA;M;1968;BOA VISTA;29/06/2018
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ;2017;ITÁLIA;F;1968;SÃO PAULO;29/06/2018
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ;2016;VENEZUELA;F;2000;BOA VISTA;29/06/2018
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ;2017;ANGOLA;F;2013;SÃO PAULO;29/06/2018
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ;2017;VENEZUELA;F;2011;BOA VISTA;29/06/2018
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ;2017;VENEZUELA;F;1994;BOA VISTA;29/06/2018
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ;2016;VENEZUELA;M;2014;BOA VISTA;29/06/2018
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ;2017;NIGÉRIA;M;1988;SÃO PAULO;29/06/2018
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ;2016;CHINA;F;1967;SÃO PAULO;29/06/2018
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ;2017;VENEZUELA;F;1990;BOA VISTA;29/06/2018
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ;2017;VENEZUELA;F;1978;BOA VISTA;29/06/2018
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ;2017;NIGÉRIA;M;1970;SÃO PAULO;29/06/2018
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ;2014;GANA;M;1989;CRICIÚMA;29/06/2018
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ;2016;VENEZUELA;F;1982;BOA VISTA;29/06/2018
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ;2017;VENEZUELA;F;1984;BOA VISTA;29/06/2018
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ;2017;VENEZUELA;F;1987;BOA VISTA;29/06/2018
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ;2017;VENEZUELA;F;2014;BOA VISTA;29/06/2018
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ;2018;CORÉIA DO SUL;M;1974;SÃO PAULO;29/06/2018
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ;2016;PAQUISTÃO;M;1989;SÃO PAULO;29/06/2018
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ;2018;VENEZUELA;F;1974;MANAUS;29/06/2018
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ;2017;VENEZUELA;F;2008;BOA VISTA;29/06/2018
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ;2017;SÍRIA;F;2015;GUARULHOS;29/06/2018
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ;2017;SÍRIA;F;2012;SÃO PAULO;29/06/2018
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ;2015;SENEGAL;M;1981;RIO BRANCO;29/06/2018
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ;2016;SENEGAL;M;1993;CASCAVÉL;29/06/2018
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ;2015;SENEGAL;M;1978;RIO BRANCO;29/06/2018
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ;2016;VENEZUELA;F;1989;FLORIANÓPOLIS;29/06/2018
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ;2015;SENEGAL;M;1987;RIO BRANCO;29/06/2018
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ;2016;SÍRIA;M;1986;SÃO PAULO;29/06/2018
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ;2016;ANGOLA;F;1989;SÃO PAULO;29/06/2018
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ;2016;ANGOLA;F;1984;SÃO PAULO;29/06/2018
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ;2017;VENEZUELA;F;1958;BOA VISTA;29/06/2018
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ;2016;VENEZUELA;M;1966;BOA VISTA;29/06/2018
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ;2016;ANGOLA;M;1983;SÃO PAULO;29/06/2018
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ;2016;VENEZUELA;M;1987;BOA VISTA;29/06/2018
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ;2016;TOGO;M;1984;GUARULHOS;29/06/2018
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ;2016;ANGOLA;F;1989;SÃO PAULO;29/06/2018
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ;2016;ANGOLA;F;2008;SÃO PAULO;29/06/2018
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ;2016;ANGOLA;F;1982;SÃO PAULO;29/06/2018
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ;2002;ETIÓPIA;M;1972;BRASÍLIA;29/06/2018
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ;2016;VENEZUELA;M;2016;BOA VISTA;29/06/2018
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ;2017;NIGÉRIA;M;1978;SÃO PAULO;29/06/2018
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ;2017;VENEZUELA;M;1967;BOA VISTA;29/06/2018
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ;2016;HAITI;M;1987;CUIABÁ;29/06/2018
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ;2016;VENEZUELA;F;1961;BOA VISTA;29/06/2018
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ;2010;SENEGAL;M;1986;SÃO PAULO;29/06/2018
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ;2016;NIGÉRIA;M;1981;SÃO PAULO;29/06/2018
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ;2016;VENEZUELA;M;1971;BOA VISTA;29/06/2018
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ;2016;ANGOLA;M;1984;SÃO PAULO;29/06/2018
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ;2016;VENEZUELA;M;1985;BOA VISTA;29/06/2018
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ;2017;VENEZUELA;F;1947;BOA VISTA;29/06/2018
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ;2017;VENEZUELA;M;1977;BOA VISTA;29/06/2018
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ;2007;LÍBANO;M;1974;BRASÍLIA;29/06/2018
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ;2017;VENEZUELA;M;1985;BOA VISTA;29/06/2018
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ;2017;VENEZUELA;M;1990;BOA VISTA;29/06/2018
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ;2015;SENEGAL;M;1988;RIO BRANCO;29/06/2018
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ;2017;VENEZUELA;M;2014;BOA VISTA;29/06/2018
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ;2017;VENEZUELA;M;1956;BOA VISTA;29/06/2018
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ;2016;ANGOLA;M;1980;SÃO PAULO;29/06/2018
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ;2017;VENEZUELA;F;1997;MANAUS;29/06/2018
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ;2016;PAQUISTÃO;M;2014;CRICIÚMA;29/06/2018
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ;2017;VENEZUELA;M;2003;BOA VISTA;29/06/2018
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ;2017;VENEZUELA;M;1994;BOA VISTA;29/06/2018
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ;2016;NIGÉRIA;M;1986;SÃO PAULO;29/06/2018
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ;2016;NIGÉRIA;M;1992;SÃO PAULO;29/06/2018
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ;2017;ANGOLA;M;1967;SÃO PAULO;29/06/2018
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ;2017;CUBA;M;1986;SÃO PAULO;29/06/2018
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ;2017;VENEZUELA;M;1987;BOA VISTA;29/06/2018
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ;2014;GANA;M;1979;CRICIÚMA;29/06/2018
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ;2017;PAQUISTÃO;M;1989;BRASÍLIA;29/06/2018
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ;2016;PAQUISTÃO;M;1997;MANAUS;29/06/2018
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ;2016;PAQUISTÃO;M;1990;SÃO PAULO;29/06/2018
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ;2017;VENEZUELA;F;2006;BOA VISTA;29/06/2018
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ;2017;VENEZUELA;F;1995;BOA VISTA;29/06/2018
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ;2017;VENEZUELA;F;2002;BOA VISTA;29/06/2018
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ;2016;VENEZUELA;F;2007;BOA VISTA;29/06/2018
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ;2017;VENEZUELA;F;1986;BOA VISTA;29/06/2018
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ;2017;VENEZUELA;F;1986;BOA VISTA;29/06/2018
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ;2017;VENEZUELA;F;1981;BOA VISTA;29/06/2018
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ;2016;VENEZUELA;F;1992;BELÉM;29/06/2018
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ;2017;VENEZUELA;F;1975;SÃO PAULO;29/06/2018
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ;2017;VENEZUELA;F;1972;PIRACICABA;29/06/2018
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ;2016;VENEZUELA;F;1983;BOA VISTA;29/06/2018
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ;2017;VENEZUELA;F;1974;BOA VISTA;29/06/2018
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ;2017;VENEZUELA;F;1999;BOA VISTA;29/06/2018
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ;2016;ANGOLA;F;1979;RIO DE JANEIRO;29/06/2018
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ;2016;VENEZUELA;F;1974;MANAUS;29/06/2018
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ;2017;VENEZUELA;F;1998;BOA VISTA;29/06/2018
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ;2016;VENEZUELA;F;2003;MANAUS;29/06/2018
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ;2017;VENEZUELA;M;1993;BOA VISTA;29/06/2018
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ;2016;VENEZUELA;M;1971;BOA VISTA;29/06/2018
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ;1999;ANGOLA;M;1975;BRASÍLIA;29/06/2018
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ;2016;VENEZUELA;F;1977;BOA VISTA;29/06/2018
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ;2016;VENEZUELA;M;1991;BOA VISTA;29/06/2018
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ;2017;VENEZUELA;M;1991;SÃO PAULO;29/06/2018
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ;2017;HAITI;M;1979;SÃO PAULO;29/06/2018
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ;2017;VENEZUELA;M;1984;BOA VISTA;29/06/2018
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ;2017;VENEZUELA;M;1971;BOA VISTA;29/06/2018
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ;2017;VENEZUELA;M;1994;BOA VISTA;29/06/2018
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ;2017;VENEZUELA;M;1985;BOA VISTA;29/06/2018
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ;2017;VENEZUELA;M;1992;BOA VISTA;29/06/2018
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ;2017;VENEZUELA;M;1979;MANAUS;29/06/2018
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ;2017;VENEZUELA;M;1994;BOA VISTA;29/06/2018
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ;2016;VENEZUELA;M;1996;BOA VISTA;29/06/2018
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ;2016;VENEZUELA;M;1987;MANAUS;29/06/2018
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ;2017;VENEZUELA;M;1971;BOA VISTA;29/06/2018
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ;2016;COLÔMBIA;M;1988;SÃO PAULO;29/06/2018
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ;2017;CUBA;M;1948;BOA VISTA;29/06/2018
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ;2017;VENEZUELA;M;1977;BOA VISTA;29/06/2018
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ;2016;VENEZUELA;F;2011;BOA VISTA;29/06/2018
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ;2013;GANA;M;1991;CRICIÚMA;29/06/2018
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ;2016;ANGOLA;F;1984;SÃO PAULO;29/06/2018
